business_name,city,postcode,website,phone,email,google_maps_url,notes,status
AJ Flooring & Carpet,Twickenham,TW1 4JF,,+44 207 062 4567,,https://www.google.com/maps/search/?api=1&query=AJ%20Flooring%20%26%20Carpet%20TW1%204JF,Source: OpenStreetMap (Overpass); shop=flooring,new
Essie Carpets,London,,https://www.essiecarpets.com/,,,https://www.google.com/maps/search/?api=1&query=Essie%20Carpets%20London,Source: OpenStreetMap (Overpass); shop=carpet,new
E.J. Carpets,London,,,+442086999300,,https://www.google.com/maps/search/?api=1&query=E.J.%20Carpets%20London,Source: OpenStreetMap (Overpass); shop=carpet,new
CSL Carpet Supplies Ltd,South Croydon,CR2 6ER,,+44 20 8037 5010,,https://www.google.com/maps/search/?api=1&query=CSL%20Carpet%20Supplies%20Ltd%20CR2%206ER,Source: OpenStreetMap (Overpass); shop=carpet,new
GT Carpets,Barking,IG11 8AF,,+44 20 8591 4087,,https://www.google.com/maps/search/?api=1&query=GT%20Carpets%20IG11%208AF,Source: OpenStreetMap (Overpass); shop=carpet,new
Tapi Carpets,London,E6 6LG,https://www.tapi.co.uk/stores/beckton,+44 20 3909 4310,,https://www.google.com/maps/search/?api=1&query=Tapi%20Carpets%20E6%206LG,Source: OpenStreetMap (Overpass); shop=carpet,new
Floorville,London,E6 7ER,https://floorville.co.uk/,+44 203 609 2244,,https://www.google.com/maps/search/?api=1&query=Floorville%20E6%207ER,Source: OpenStreetMap (Overpass); shop=flooring,new
Upminster Carpets,Upminster,RM14 3BU,,+44 1708 224515,,https://www.google.com/maps/search/?api=1&query=Upminster%20Carpets%20RM14%203BU,Source: OpenStreetMap (Overpass); shop=carpet,new
Budget Carpets,London,,,+44 20 7737 3268,,https://www.google.com/maps/search/?api=1&query=Budget%20Carpets%20London,Source: OpenStreetMap (Overpass); shop=carpet,new
Premier Floors,Twickenham,,https://www.carpetmart.co.uk/,,,https://www.google.com/maps/search/?api=1&query=Premier%20Floors%20Twickenham,Source: OpenStreetMap (Overpass); shop=carpet,new
ASC Flooring,London,SW14 8AN,https://www.ascflooringltd.co.uk/,+44 7765 452665,,https://www.google.com/maps/search/?api=1&query=ASC%20Flooring%20SW14%208AN,Source: OpenStreetMap (Overpass); shop=flooring; craft=floorer,new
Seneh Carpets,London,NW5 1PB,http://senehcarpet.co.uk/,+44 20 7482 1632,,https://www.google.com/maps/search/?api=1&query=Seneh%20Carpets%20NW5%201PB,Source: OpenStreetMap (Overpass); shop=carpet,new
Rug Store,London,SW14 7JN,https://www.rugstoreonline.co.uk/,,,https://www.google.com/maps/search/?api=1&query=Rug%20Store%20SW14%207JN,Source: OpenStreetMap (Overpass); shop=carpet,new
Carpetright,London,,https://www.carpet-right.co.uk/stores/east-sheen-carpetright,+44 20 3985 5510,,https://www.google.com/maps/search/?api=1&query=Carpetright%20London,Source: OpenStreetMap (Overpass); shop=carpet,new
German Flooring Direct,London,TW2 5NJ,,+44 20 8977 1143,gfdfloors@aol.co.uk,https://www.google.com/maps/search/?api=1&query=German%20Flooring%20Direct%20TW2%205NJ,Source: OpenStreetMap (Overpass); shop=flooring,new
Keshishian,London,,https://www.keshishiancarpets.com/,,,https://www.google.com/maps/search/?api=1&query=Keshishian%20London,Source: OpenStreetMap (Overpass); shop=carpet,new
Jordan's Woodfloor Warehouse,London,SW17 0BQ,https://www.jordanwoodfloors.co.uk/,,,https://www.google.com/maps/search/?api=1&query=Jordan%27s%20Woodfloor%20Warehouse%20SW17%200BQ,Source: OpenStreetMap (Overpass); shop=flooring,new
Damar Carpets,Grays,,http://www.damarcarpets.co.uk/,+44 1375 372341,,https://www.google.com/maps/search/?api=1&query=Damar%20Carpets%20Grays,Source: OpenStreetMap (Overpass); shop=carpet,new
Abacus Carpet Co Ltd,Richmond,TW9 2EW,https://www.abacuscarpets.co.uk,+44 20 8948 6142,,https://www.google.com/maps/search/?api=1&query=Abacus%20Carpet%20Co%20Ltd%20TW9%202EW,Source: OpenStreetMap (Overpass); shop=carpet,new
Carpet & Wood Flooring Warehouse,London,,,+44 20 8985 0878,,https://www.google.com/maps/search/?api=1&query=Carpet%20%26%20Wood%20Flooring%20Warehouse%20London,Source: OpenStreetMap (Overpass); shop=carpet,new
Simple Floors,Wallington,SM6 9BN,https://www.simplefloors.co.uk/,+44 20 3952 7464,,https://www.google.com/maps/search/?api=1&query=Simple%20Floors%20SM6%209BN,Source: OpenStreetMap (Overpass); craft=floorer,new
Yazco Carpets,London,W1H 1LR,https://www.yazco.co.uk/,,,https://www.google.com/maps/search/?api=1&query=Yazco%20Carpets%20W1H%201LR,Source: OpenStreetMap (Overpass); shop=flooring,new
Tapi Carpets,London,KT3 4PH,https://www.tapi.co.uk/stores/new-malden,+44 20 3846 1090,,https://www.google.com/maps/search/?api=1&query=Tapi%20Carpets%20KT3%204PH,Source: OpenStreetMap (Overpass); shop=carpet,new
Taj Carpets,Ilford,IG1 2HY,https://www.tajcarpets.co.uk,,,https://www.google.com/maps/search/?api=1&query=Taj%20Carpets%20IG1%202HY,Source: OpenStreetMap (Overpass); shop=carpet,new
Carpetright,Teddington,TW11 8QZ,https://www.carpet-right.co.uk/stores/teddington-carpetright,+44 20 3984 0290,,https://www.google.com/maps/search/?api=1&query=Carpetright%20TW11%208QZ,Source: OpenStreetMap (Overpass); shop=carpet,new
Teddington Carpet Centre,Teddington,TW11 8QZ,http://www.teddingtoncarpets.co.uk,+44 20 8977 4562,,https://www.google.com/maps/search/?api=1&query=Teddington%20Carpet%20Centre%20TW11%208QZ,Source: OpenStreetMap (Overpass); shop=carpet,new
Milbank Carpets,London,,http://www.milbankcarpets.com,+44 20 8943 4515,,https://www.google.com/maps/search/?api=1&query=Milbank%20Carpets%20London,Source: OpenStreetMap (Overpass); shop=carpet,new
BT Flooring Services,Teddington,TW11 8UB,https://www.btflooring.co.uk/,+44 20 8614 6858,,https://www.google.com/maps/search/?api=1&query=BT%20Flooring%20Services%20TW11%208UB,Source: OpenStreetMap (Overpass); shop=flooring,new
Phil Irwin Carpets & Flooring,Teddington,TW11 8UD,https://www.philirwincarpets.com/,+44 20 8943 8808,,https://www.google.com/maps/search/?api=1&query=Phil%20Irwin%20Carpets%20%26%20Flooring%20TW11%208UD,Source: OpenStreetMap (Overpass); shop=carpet,new
East London Carpets E1 Limited,London,E1 2PS,,+44 20 7265 9025,,https://www.google.com/maps/search/?api=1&query=East%20London%20Carpets%20E1%20Limited%20E1%202PS,Source: OpenStreetMap (Overpass); shop=carpet,new
Tapi Carpets,London,,https://www.tapi.co.uk/stores/dartford,+44 1322 918950,,https://www.google.com/maps/search/?api=1&query=Tapi%20Carpets%20London,Source: OpenStreetMap (Overpass); shop=carpet,new
Camden Carpets,London,,,+44 20 7424 0234,,https://www.google.com/maps/search/?api=1&query=Camden%20Carpets%20London,Source: OpenStreetMap (Overpass); shop=carpet,new
Carpetright,London,NW1 9EX,https://www.carpet-right.co.uk/stores/camden-carpetright,+44 20 3989 9560,,https://www.google.com/maps/search/?api=1&query=Carpetright%20NW1%209EX,Source: OpenStreetMap (Overpass); shop=carpet,new
Alltone Carpets,London,,,+44 20 8983 1377,,https://www.google.com/maps/search/?api=1&query=Alltone%20Carpets%20London,Source: OpenStreetMap (Overpass); shop=carpet,new
Graham Lee Carpets,Worcester Park,KT4 8HX,,+44 20 8337 1778,,https://www.google.com/maps/search/?api=1&query=Graham%20Lee%20Carpets%20KT4%208HX,Source: OpenStreetMap (Overpass); shop=carpet,new
Seabrook Graham,Keston,BR2 7EJ,http://www.seabrookgraham.com,,,https://www.google.com/maps/search/?api=1&query=Seabrook%20Graham%20BR2%207EJ,Source: OpenStreetMap (Overpass); shop=flooring,new
Swaffield Brothers,Sidcup,DA15 7DE,https://www.swaffieldbrothers.co.uk/,,,https://www.google.com/maps/search/?api=1&query=Swaffield%20Brothers%20DA15%207DE,Source: OpenStreetMap (Overpass); shop=flooring,new
Tapi Carpets,Bexleyheath,DA6 7DQ,https://www.tapi.co.uk/stores/bexleyheath,+44 20 8629 6820,,https://www.google.com/maps/search/?api=1&query=Tapi%20Carpets%20DA6%207DQ,Source: OpenStreetMap (Overpass); shop=carpet,new
SJM (French Polishers) Ltd,Orpington,BR5 2DD,https://www.sjmltd.co.uk,,,https://www.google.com/maps/search/?api=1&query=SJM%20%28French%20Polishers%29%20Ltd%20BR5%202DD,Source: OpenStreetMap (Overpass); shop=flooring,new
E Brittle and Sons,Welling,DA16 3JH,https://www.brittlescarpets.co.uk/,,,https://www.google.com/maps/search/?api=1&query=E%20Brittle%20and%20Sons%20DA16%203JH,Source: OpenStreetMap (Overpass); shop=carpet,new
Tapi Carpets,London,SW15 1RB,https://www.tapi.co.uk/stores/putney,+44 20 8187 7850,,https://www.google.com/maps/search/?api=1&query=Tapi%20Carpets%20SW15%201RB,Source: OpenStreetMap (Overpass); shop=carpet,new
Tapi Carpets,London,N11 3PW,https://www.tapi.co.uk/stores/friern-barnet,+44 20 3989 8560,,https://www.google.com/maps/search/?api=1&query=Tapi%20Carpets%20N11%203PW,Source: OpenStreetMap (Overpass); shop=carpet,new
Steve's Carpets,Greenhithe,DA9 9JX,https://www.steves-carpets.co.uk/,+44 1322 387515,,https://www.google.com/maps/search/?api=1&query=Steve%27s%20Carpets%20DA9%209JX,Source: OpenStreetMap (Overpass); shop=carpet,new
Wolff and Grace,London,,https://www.wolffandgrace.co.uk/,,,https://www.google.com/maps/search/?api=1&query=Wolff%20and%20Grace%20London,Source: OpenStreetMap (Overpass); shop=flooring,new
floors2u,London,,https://www.floors-2u.co.uk/,,,https://www.google.com/maps/search/?api=1&query=floors2u%20London,Source: OpenStreetMap (Overpass); shop=flooring,new
Tapi Carpets,London,SE20 7EZ,https://www.tapi.co.uk/stores/penge,+44 20 8049 9900,,https://www.google.com/maps/search/?api=1&query=Tapi%20Carpets%20SE20%207EZ,Source: OpenStreetMap (Overpass); shop=carpet,new
Charles Jarman Flooring Ltd,London,,https://charlesjarmanflooringltd.co.uk/,,,https://www.google.com/maps/search/?api=1&query=Charles%20Jarman%20Flooring%20Ltd%20London,Source: OpenStreetMap (Overpass); shop=flooring,new
A.H. Peck Flooring Contractors Ltd,London,SW15 1EZ,https://ahpeck.co.uk/contact/,+44 20 8788 1795,info@ahpeck.co.uk,https://www.google.com/maps/search/?api=1&query=A.H.%20Peck%20Flooring%20Contractors%20Ltd%20SW15%201EZ,Source: OpenStreetMap (Overpass); shop=flooring,new
mrcarpet,London,SW15 1LL,,+44 20 8789 3133,,https://www.google.com/maps/search/?api=1&query=mrcarpet%20SW15%201LL,Source: OpenStreetMap (Overpass); shop=carpet,new
Carpet Co,London,,,+44 20 8569 7747,,https://www.google.com/maps/search/?api=1&query=Carpet%20Co%20London,Source: OpenStreetMap (Overpass); shop=carpet,new
Hitt Oak,London,W3 9BD,https://hittoak.co.uk/,+44 20 8896 1900,,https://www.google.com/maps/search/?api=1&query=Hitt%20Oak%20W3%209BD,Source: OpenStreetMap (Overpass); shop=flooring,new
Tapi Carpets,Birmingham,,https://www.tapi.co.uk/stores/selly-oak,+44 121 728 6450,,https://www.google.com/maps/search/?api=1&query=Tapi%20Carpets%20Birmingham,Source: OpenStreetMap (Overpass); shop=carpet,new
Discount Carpet Centre,Birmingham,B44 8QT,,+44 121 350 3577,,https://www.google.com/maps/search/?api=1&query=Discount%20Carpet%20Centre%20B44%208QT,Source: OpenStreetMap (Overpass); shop=carpet,new
Karen Carpets,Solihull,B92 9AG,,+44 121 743 3375,,https://www.google.com/maps/search/?api=1&query=Karen%20Carpets%20B92%209AG,Source: OpenStreetMap (Overpass); shop=flooring,new
Studio Flooring,Solihull,B93 9BH,https://www.studioflooring.co.uk/,,,https://www.google.com/maps/search/?api=1&query=Studio%20Flooring%20B93%209BH,Source: OpenStreetMap (Overpass); shop=flooring,new
Stirchley Carpets,Birmingham,B30 2NT,http://www.stirchleycarpet.co.uk/,+44 121 459 8974,info@stirchleycarpets.co.uk,https://www.google.com/maps/search/?api=1&query=Stirchley%20Carpets%20B30%202NT,Source: OpenStreetMap (Overpass); shop=carpet,new
JJs Flooring Services,Birmingham,B30 2PH,https://j-js-flooring-services.business.site/,+441214333389,,https://www.google.com/maps/search/?api=1&query=JJs%20Flooring%20Services%20B30%202PH,Source: OpenStreetMap (Overpass); shop=flooring,new
Floor Street,Birmingham,B30 2YT,https://www.floorstreet.co.uk,+44 333 188 1212,,https://www.google.com/maps/search/?api=1&query=Floor%20Street%20B30%202YT,Source: OpenStreetMap (Overpass); shop=flooring,new
Hadley's Carpets,Birmingham,B44 8JP,,+44 121 356 3777,,https://www.google.com/maps/search/?api=1&query=Hadley%27s%20Carpets%20B44%208JP,Source: OpenStreetMap (Overpass); shop=carpet,new
Asian British Combined Flooring,Birmingham,,https://www.abcflooringltd.co.uk/,+44 7867 576276,,https://www.google.com/maps/search/?api=1&query=Asian%20British%20Combined%20Flooring%20Birmingham,Source: OpenStreetMap (Overpass); shop=carpet,new
Next Carpets,Birmingham,,https://www.karndean.com/en-gb/floors/where-to-buy/find-a-retailer/next-carpets-b66-3nj/,+44 121 455 9300,,https://www.google.com/maps/search/?api=1&query=Next%20Carpets%20Birmingham,Source: OpenStreetMap (Overpass); shop=carpet,new
Tapi Carpets,Solihull,B90 4BP,https://www.tapi.co.uk/stores/solihull,+44 121 726 8250,,https://www.google.com/maps/search/?api=1&query=Tapi%20Carpets%20B90%204BP,Source: OpenStreetMap (Overpass); shop=carpet,new
Concept Flooring Supplies,Birmingham,,https://conceptflooring-sales.b2b-payments.co.uk/default.aspx,+44 121 580 1300,,https://www.google.com/maps/search/?api=1&query=Concept%20Flooring%20Supplies%20Birmingham,Source: OpenStreetMap (Overpass); shop=flooring,new
Concrete Flooring Network Ltd.,Birmingham,,https://www.concreteflooringnetwork.co.uk,+44 121 532 5789,info@concreteflooringnetwork.co.uk,https://www.google.com/maps/search/?api=1&query=Concrete%20Flooring%20Network%20Ltd.%20Birmingham,Source: OpenStreetMap (Overpass); craft=floorer,new
Koms Flooring,Birmingham,,https://www.komseventandexhibitionflooringsolutions.com,+44 121 544 2970,sales@komsltd.com,https://www.google.com/maps/search/?api=1&query=Koms%20Flooring%20Birmingham,Source: OpenStreetMap (Overpass); craft=floorer; facebook listed,new
The Natural Rug Store,Birmingham,,https://www.naturalrugstore.co.uk,+44 333 222 6515,,https://www.google.com/maps/search/?api=1&query=The%20Natural%20Rug%20Store%20Birmingham,Source: OpenStreetMap (Overpass); shop=carpet; facebook listed,new
Quickset Resin Flooring Ltd,Birmingham,,https://quicksetresinflooring.co.uk,+44 800 049 9685,info@quicksetresin.com,https://www.google.com/maps/search/?api=1&query=Quickset%20Resin%20Flooring%20Ltd%20Birmingham,Source: OpenStreetMap (Overpass); craft=floorer; facebook listed,new
Martin Leah Flooring,Manchester,M33 3AA,,+44 161 962 5065,,https://www.google.com/maps/search/?api=1&query=Martin%20Leah%20Flooring%20M33%203AA,Source: OpenStreetMap (Overpass); shop=flooring,new
Northern Flooring,Heald Green,,,+44 161 437 6964,,https://www.google.com/maps/search/?api=1&query=Northern%20Flooring%20Heald%20Green,Source: OpenStreetMap (Overpass); shop=carpet,new
Gatley Carpets & Rugs,Stockport,SK8 4NG,http://www.gatleycarpets.co.uk/,+44 161 428 1163,,https://www.google.com/maps/search/?api=1&query=Gatley%20Carpets%20%26%20Rugs%20SK8%204NG,Source: OpenStreetMap (Overpass); shop=carpet,new
A-Z Carpets,Manchester,,,+447890170214,,https://www.google.com/maps/search/?api=1&query=A-Z%20Carpets%20Manchester,Source: OpenStreetMap (Overpass); shop=carpet,new
